order_date,sales_region_code,item_code,first_cate_code,second_cate_code,sales_chan_name,item_price,ord_qty
2016/10/15,102,20688,303,401,offline,1360,48
2016/10/15,102,20226,303,401,offline,853,63
2016/10/15,102,20717,303,401,offline,2157,23
2016/10/15,102,20797,305,412,offline,2604,7
2016/10/15,104,21986,301,405,online,379,31
2016/10/15,104,20003,301,405,online,733,17
2016/10/15,104,20763,308,404,online,985,13
2016/10/16,104,20523,308,404,online,796,155
2016/10/16,104,21446,308,404,online,1542,33
2016/10/16,105,20168,302,408,online,1188,199
2016/10/16,105,21059,302,408,online,992,149
2016/10/16,105,20306,306,407,online,1363,19
2016/10/16,105,21053,306,407,online,766,123
2016/10/16,104,21801,301,405,online,863,97
2016/10/16,104,20074,308,404,online,1745,52
2016/10/16,104,20877,308,404,online,613,230
2016/10/16,104,22021,307,403,online,440,64
2016/10/16,104,20862,307,403,online,546,276
2016/10/16,104,20003,301,405,online,914,23
2016/10/16,105,20210,302,408,online,995.675,68
2016/10/16,105,20466,302,408,online,1262,182
2016/10/16,105,20413,306,407,online,879,224
2016/10/16,105,21373,306,407,online,942,119
2016/10/16,105,21587,305,412,online,709,32
2016/10/16,105,21957,306,407,online,1010.87,56
2016/10/16,105,20139,306,407,online,547.825,87
2016/10/16,105,21619,306,402,online,272,240
2016/10/16,103,20519,303,401,offline,2514,11
2016/10/16,103,21677,303,401,offline,3012,10
2016/10/16,103,22035,305,412,offline,2001,13
2016/10/16,101,20559,303,401,offline,2401,27
2016/10/16,101,20323,305,412,offline,85,103
2016/10/16,101,21712,306,407,offline,1269,12
2016/10/16,102,20616,306,407,offline,1435,37
2016/10/16,102,21297,306,407,offline,1213,66
2016/10/16,102,21712,306,407,offline,1258,12
2016/10/16,102,20889,302,408,offline,1014,53
2016/10/16,102,20694,305,412,offline,1400,7
2016/10/17,104,21986,301,405,online,321,9
2016/10/17,104,21524,307,403,online,369,17
2016/10/17,104,20763,308,404,online,996,152
2016/10/17,105,21827,306,407,online,792,6
2016/10/17,105,20139,306,407,online,605,102
2016/10/17,105,20560,306,407,online,971,4
2016/10/17,105,21913,306,407,online,1354,172
2016/10/17,104,20944,301,405,online,485,19
2016/10/17,104,20416,301,405,online,715,48
2016/10/17,104,21731,301,405,online,493,11
2016/10/17,104,21636,307,403,online,357,107
2016/10/17,104,21446,308,404,online,1548,111
2016/10/17,104,20877,308,404,online,532,264
2016/10/17,104,21986,301,405,online,323,118
2016/10/17,104,20937,308,404,online,2165,419
2016/10/17,105,21026,306,407,online,725.165,28
2016/10/17,105,20116,306,407,online,696.905,326
2016/10/17,105,20333,302,408,online,1416,604
2016/10/17,105,20234,306,407,online,1079.65,22
2016/10/17,101,20135,303,401,offline,705,8
2016/10/17,105,20885,306,407,online,581,882
2016/10/17,105,20210,302,408,online,1124,672
2016/10/17,105,20210,302,408,online,1122,9
2016/10/17,105,21619,306,402,online,345,3325
2016/10/17,105,20413,306,407,online,878,187
2016/10/17,105,21619,306,402,online,277,837
2016/10/17,105,20798,303,401,online,1163,8
2016/10/17,105,20445,303,401,online,637,3
2016/10/17,105,20206,305,412,online,892,4
2016/10/17,101,21455,306,407,offline,485,308
2016/10/17,103,20784,302,408,offline,1817,52
2016/10/17,101,21381,306,407,offline,1012,58
2016/10/17,102,20717,303,401,offline,2157,8
2016/10/17,102,21640,303,401,offline,334,22
2016/10/17,101,21780,306,407,offline,2103,9
2016/10/17,101,21913,306,407,offline,1099,38
2016/10/17,105,20581,305,412,offline,291,9
2016/10/17,105,20351,305,412,offline,809,6
2016/10/17,105,20545,305,412,offline,86,35
2016/10/17,105,20445,303,401,offline,481,9
2016/10/17,105,20413,306,407,offline,861,7
2016/10/17,103,20813,302,408,offline,811,48
2016/10/17,103,20826,302,408,offline,1247,35
2016/10/17,103,20973,306,407,offline,540,404
2016/10/17,105,21250,303,401,offline,1301,11
2016/10/17,104,22021,307,403,online,522,288
2016/10/17,103,21480,303,401,offline,1221,3066
2016/10/17,104,20862,307,403,online,860,7
2016/10/17,102,21780,306,407,offline,2108,5
2016/10/17,103,21764,302,408,offline,692,159
2016/10/17,103,20973,306,407,offline,536,37
2016/10/17,104,20935,304,409,online,1106,4
2016/10/18,104,20179,307,403,online,705,36
2016/10/18,104,21636,307,403,online,363,84
2016/10/18,104,21636,307,403,online,358,112
2016/10/18,104,20437,307,403,online,212,34
2016/10/18,104,20911,301,405,online,1042,48
2016/10/18,102,21561,306,407,offline,740,101
2016/10/18,104,20877,308,404,online,607,962
2016/10/18,104,20512,308,404,online,1573,215
2016/10/18,103,21067,302,408,offline,1437,59
2016/10/18,104,21716,307,403,online,807,43
2016/10/18,104,20416,301,405,online,717,153
2016/10/18,105,20650,306,407,online,770,46
2016/10/18,105,20168,302,408,online,978,481
2016/10/18,104,20986,304,409,offline,1043,119
2016/10/18,105,20234,306,407,online,1074.65,34
2016/10/18,104,20367,304,409,offline,1530,28
2016/10/18,104,21731,301,405,online,419,37
2016/10/18,105,21147,306,407,online,1257,17
2016/10/18,105,20399,302,408,offline,809,27
2016/10/18,105,21619,306,402,offline,270,27
2016/10/18,102,20996,306,407,offline,433,88
2016/10/18,105,20973,306,407,offline,533,4
2016/10/18,103,20784,302,408,offline,1816,31
2016/10/18,105,21735,306,407,offline,957,14
2016/10/18,105,20306,306,407,offline,1014,11
2016/10/18,105,21053,306,407,offline,649,13
2016/10/18,105,21663,306,407,offline,816,25
2016/10/18,101,21715,302,408,offline,848,467
2016/10/18,101,22048,306,407,offline,659,65
2016/10/18,101,21028,306,407,offline,1112,109
2016/10/18,101,20900,306,407,offline,787,117
2016/10/18,102,21413,303,401,offline,1405,11
2016/10/18,102,20206,305,412,offline,603,27
2016/10/18,102,21598,305,412,offline,461,66
2016/10/18,102,21052,303,401,offline,1504,5
2016/10/18,101,20250,306,407,offline,698,53
2016/10/18,101,21271,306,407,offline,462,425
2016/10/18,102,20591,302,408,offline,481,45
2016/10/19,104,20877,308,404,online,532,57
2016/10/19,104,21986,301,405,online,337,140
2016/10/19,104,21061,308,404,online,759,10
2016/10/19,105,21913,306,407,online,1352,90
2016/10/19,104,21986,301,405,online,332,1081
2016/10/19,104,21061,308,404,online,766,6
2016/10/19,104,21716,307,403,online,805,21
2016/10/19,104,20877,308,404,online,608,625
2016/10/19,104,20544,307,403,online,522,13
2016/10/19,104,21061,308,404,online,969,14
2016/10/19,105,20116,306,407,online,794,186
2016/10/19,105,20445,303,401,online,495,55
2016/10/19,101,20313,305,412,offline,709,501
2016/10/19,101,20079,305,412,offline,297,1007
2016/10/19,104,20796,304,409,offline,1570,17
2016/10/19,104,21049,304,409,offline,1302,202
2016/10/19,105,20399,302,408,online,885,197
2016/10/19,105,20210,302,408,online,1123,585
2016/10/19,105,21819,306,402,online,262,578
2016/10/19,105,20413,306,407,online,741,1195
2016/10/19,103,21484,305,412,offline,306,33
2016/10/19,101,21381,306,407,offline,1013,82
2016/10/19,101,21657,306,407,offline,565,109
2016/10/19,104,21664,307,403,online,359,7
2016/10/19,101,21619,306,402,offline,268,295
2016/10/19,101,21537,306,407,offline,1357,23
2016/10/19,101,21853,306,407,offline,1525,6
2016/10/19,101,21913,306,407,offline,1104,376
2016/10/19,103,21271,306,407,offline,461,380
2016/10/19,101,21089,306,407,offline,740,308
2016/10/19,102,20733,302,408,offline,1513,17
2016/10/19,102,20226,303,401,offline,865,31
2016/10/19,102,20797,305,412,offline,2616,17
2016/10/19,102,20248,306,402,offline,306,68
2016/10/19,102,20483,305,412,offline,296,55
2016/10/19,103,21619,306,402,offline,267,102
2016/10/19,104,20555,308,404,online,829,3
2016/10/19,104,20512,308,404,online,1399,7
2016/10/19,104,21000,301,405,online,1211,3
2016/10/19,104,21126,307,403,online,557,9
2016/10/20,104,20911,301,405,online,1042,42
2016/10/20,104,21961,308,404,online,1496,93
2016/10/20,104,22021,307,403,online,439,20
2016/10/20,104,21524,307,403,online,376,98
2016/10/20,104,20085,301,405,online,901,37
2016/10/20,104,20003,301,405,online,733,159
2016/10/20,104,20544,307,403,online,518,15
2016/10/20,104,21524,307,403,online,383,10
2016/10/20,104,21081,307,403,online,374,585
2016/10/20,104,20437,307,403,online,244,209
2016/10/20,104,20862,307,403,online,860,147
2016/10/20,103,20591,302,408,offline,487,325
2016/10/20,104,20219,301,405,online,509,55
2016/10/20,104,20003,301,405,online,739,8
2016/10/20,104,20877,308,404,online,614,6
2016/10/20,104,21061,308,404,online,951,141
2016/10/20,104,21446,308,404,online,1844,27
2016/10/20,105,21562,306,407,online,518,425
2016/10/20,105,20900,306,407,online,692,156
2016/10/20,104,21296,304,409,offline,1182,3
2016/10/20,105,21937,306,407,online,872,102
2016/10/20,105,20116,306,407,online,792,240
2016/10/20,105,21067,302,408,online,1603,34
2016/10/20,105,21714,302,408,online,1438,73
2016/10/20,105,20157,303,401,online,3205,483
2016/10/20,105,20831,306,407,online,748,712
2016/10/20,105,20747,302,408,online,1262,8
2016/10/20,102,22046,305,412,offline,1238,10
2016/10/20,102,21382,302,408,offline,1537,14
2016/10/20,101,21641,306,407,offline,862,379
2016/10/20,104,21929,308,404,online,572,4
2016/10/20,103,20118,305,412,offline,2753,13
2016/10/20,103,21166,305,412,offline,2510,9
2016/10/20,101,20845,306,407,offline,736,13
2016/10/20,101,21271,306,407,offline,460,587
2016/10/20,102,21221,306,407,offline,1435,21
2016/10/20,105,21936,302,408,offline,889,8
2016/10/20,105,21827,306,407,offline,699,7
2016/10/20,105,21744,302,408,offline,560,6
2016/10/20,102,21379,305,412,offline,1015,8
2016/10/20,105,21141,306,407,offline,1083,7
2016/10/20,102,20586,306,407,offline,979,8
2016/10/20,102,20996,306,407,offline,445,154
2016/10/20,101,21271,306,407,offline,469,507
2016/10/20,102,20502,305,412,offline,511,12
2016/10/20,102,20134,305,412,offline,734,13
2016/10/20,104,21973,308,404,online,1962,11
2016/10/20,104,20911,301,405,online,1040,5
2016/10/20,104,21260,301,405,online,949,7
2016/10/20,104,20367,304,409,online,1660,9
2016/10/20,104,20986,304,409,online,1034,8
2016/10/21,104,20085,301,405,online,914,6
2016/10/21,104,20911,301,405,online,1036,169
2016/10/21,104,20911,301,405,online,1041,29
2016/10/21,104,21061,308,404,online,763,15
2016/10/21,104,21446,308,404,online,1546,7
2016/10/21,104,20763,308,404,online,994,108
2016/10/21,105,20139,306,407,online,600,109
2016/10/21,105,20650,306,407,online,891,119
2016/10/21,105,21937,306,407,online,862,110
2016/10/21,105,20265,306,407,online,606,689
2016/10/21,104,21973,308,404,online,2173,336
2016/10/21,104,21124,307,403,online,969,192
2016/10/21,104,21326,307,403,online,422,21
2016/10/21,104,20862,307,403,online,542,302
2016/10/21,104,21731,301,405,online,486,6
2016/10/21,105,21373,306,407,online,972,35
2016/10/21,104,21049,304,409,offline,1306,105
2016/10/21,105,21619,306,402,online,267.38,29
2016/10/21,105,20545,305,412,online,108,3
2016/10/21,105,21391,302,408,online,1260,187
2016/10/21,105,20430,302,408,online,2175,5
2016/10/21,105,21059,302,408,online,989,174
2016/10/21,105,20333,302,408,online,1836,25
2016/10/21,105,20413,306,407,online,878,54
2016/10/21,105,20351,305,412,online,814,52
2016/10/21,105,20582,302,408,online,927,43
2016/10/21,105,21562,306,407,online,528,197
2016/10/21,105,21026,306,407,online,714,158
2016/10/21,101,21671,302,408,offline,2360,9
2016/10/21,101,21811,306,407,offline,823,36
2016/10/21,102,20559,303,401,offline,2411,7
2016/10/21,101,22080,306,407,offline,680,704
2016/10/21,102,21601,306,407,offline,519,789
2016/10/21,104,21142,308,404,online,1452,2
2016/10/21,104,20944,301,405,online,495,11
2016/10/21,104,20085,301,405,online,903,12
2016/10/21,104,21973,308,404,online,1969,6
2016/10/21,102,20542,302,408,offline,675,55
2016/10/21,103,20250,306,407,offline,696,133
2016/10/21,105,21619,306,402,offline,262,12
2016/10/21,103,20118,305,412,offline,2761,11
2016/10/21,102,20784,302,408,offline,1816,11
2016/10/21,103,20139,306,407,offline,531,25
2016/10/22,105,22080,306,407,online,824,34
2016/10/22,104,21524,307,403,online,376,83
2016/10/22,105,21663,306,407,online,941,3
2016/10/22,105,21253,306,407,online,761,147
2016/10/22,104,20877,308,404,online,528,135
2016/10/22,104,20006,307,403,online,553,19
2016/10/22,104,21961,308,404,online,1509,34
2016/10/22,104,21326,307,403,online,359,35
2016/10/22,104,21081,307,403,online,371,292
2016/10/22,104,22021,307,403,online,439,87
2016/10/22,104,21731,301,405,online,409,304
2016/10/22,105,21391,302,408,online,1275,105
2016/10/22,104,20986,304,409,offline,1037,185
2016/10/22,104,21296,304,409,offline,1189,8
2016/10/22,105,20653,305,412,online,281,11
2016/10/22,105,20296,305,412,online,146,7
2016/10/22,105,21373,306,407,online,962,16
2016/10/22,105,20234,306,407,online,1073.65,35
2016/10/22,105,20466,302,408,online,1272,51
2016/10/22,104,21061,308,404,online,756,55
2016/10/22,105,21587,305,412,offline,574,24
2016/10/22,105,20430,302,408,offline,1506,8
2016/10/22,102,20916,306,407,offline,487,157
2016/10/22,102,20519,303,401,offline,2513,13
2016/10/22,103,21463,303,401,offline,1514,307
2016/10/22,104,20975,307,403,online,390,29
2016/10/22,102,21644,303,401,offline,228,29
2016/10/23,104,20006,307,403,online,536,222
2016/10/23,104,20085,301,405,online,909,28
2016/10/23,104,22021,307,403,online,427,22
2016/10/23,104,20944,301,405,online,669,66
2016/10/23,104,21183,307,403,online,436,36
2016/10/23,105,21141,306,407,online,1063,782
2016/10/23,104,21973,308,404,online,2173,213
2016/10/23,105,20413,306,407,online,973,417
2016/10/23,104,20877,308,404,online,516,209
2016/10/23,103,20591,302,408,offline,491,635
2016/10/23,103,20479,302,408,offline,574,57
2016/10/23,103,21271,306,407,offline,462,903
2016/10/23,102,22046,305,412,offline,1200,66
2016/10/23,105,21957,306,407,online,1235,14
2016/10/23,102,20688,303,401,offline,1354,5
2016/10/23,105,21881,306,407,online,565.22,273
2016/10/23,105,20206,305,412,online,613,97
2016/10/23,105,20545,305,412,online,95,86
2016/10/23,105,20568,306,407,online,892,102
2016/10/23,102,20305,305,412,offline,656,169
2016/10/23,102,21379,305,412,offline,994,69
2016/10/23,104,20986,304,409,offline,1040,162
2016/10/23,105,21827,306,407,online,777,306
2016/10/23,105,21026,306,407,online,848,201
2016/10/23,105,20589,303,401,online,904,329
2016/10/23,105,21067,302,408,online,1437,33
2016/10/23,103,20230,306,407,offline,869,56
2016/10/23,103,21920,305,412,offline,758,23
2016/10/23,101,22059,305,412,offline,395,105
2016/10/23,103,21484,305,412,offline,312,78
2016/10/23,102,20784,302,408,offline,2010,14
2016/10/23,102,20988,303,401,offline,423,51
2016/10/23,103,21017,305,412,offline,656,27
2016/10/23,101,21619,306,402,offline,261,103
2016/10/24,105,22080,306,407,online,814,1122
2016/10/24,105,20265,306,407,online,599,399
2016/10/24,104,20877,308,404,online,515,155
2016/10/24,104,21179,308,404,online,632,11
2016/10/24,105,20168,302,408,online,1189,12
2016/10/24,105,21103,306,407,online,850,249
2016/10/24,105,20139,306,407,online,593,5
2016/10/24,105,21053,306,407,online,770,128
2016/10/24,104,20944,301,405,online,497,12
2016/10/24,104,20937,308,404,online,2163,881
2016/10/24,104,21061,308,404,online,767,1049
2016/10/24,104,21524,307,403,online,373,232
2016/10/24,104,20340,308,404,online,609,4
2016/10/24,104,20877,308,404,online,523,351
2016/10/24,104,20862,307,403,online,552,47
2016/10/24,104,20074,308,404,online,1531,8
2016/10/24,104,21081,307,403,online,370,3
2016/10/24,104,20437,307,403,online,208,175
2016/10/24,104,20512,308,404,online,1396,12
2016/10/24,104,20219,301,405,online,401,161
2016/10/24,104,21446,308,404,online,1536,9
2016/10/24,105,20399,302,408,online,896,101
2016/10/24,105,20650,306,407,online,789.95,452
2016/10/24,101,20079,305,412,offline,293,509
2016/10/24,102,21920,305,412,offline,752,223
2016/10/24,105,20206,305,412,online,609,206
2016/10/24,104,21296,304,409,offline,1181,20
2016/10/24,105,21881,306,407,online,573,55
2016/10/24,105,21744,302,408,online,628,12
2016/10/24,105,20545,305,412,online,111,119
2016/10/24,105,20413,306,407,online,748,4
2016/10/24,105,20900,306,407,online,782,2
2016/10/24,105,20900,306,407,online,692,7
2016/10/24,102,20134,305,412,offline,726,15
2016/10/24,102,20879,305,412,offline,493,34
2016/10/24,103,21657,306,407,offline,566,103
2016/10/24,104,20862,307,403,online,542,12
2016/10/24,101,21913,306,407,offline,1091,9
2016/10/24,101,22080,306,407,offline,672,3
2016/10/24,101,22046,305,412,offline,1217,9
2016/10/24,101,21271,306,407,offline,465,208
2016/10/24,101,20415,305,412,offline,711,8
2016/10/24,102,20733,302,408,offline,1506,59
2016/10/24,105,21656,306,407,offline,570,9
2016/10/24,105,20743,305,412,offline,305,20
2016/10/24,105,20152,305,412,offline,173,27
2016/10/24,103,21480,303,401,offline,1232,5
2016/10/24,102,20662,305,412,offline,231,47
2016/10/24,102,20134,305,412,offline,741,8
2016/10/24,102,20305,305,412,offline,707,37
2016/10/24,102,21485,305,412,offline,442,149
2016/10/24,104,20437,307,403,online,250,10
2016/10/24,104,21446,308,404,online,1839,29
2016/10/24,104,21173,308,404,online,1545,13
2016/10/25,104,20763,308,404,online,984,3
2016/10/25,104,21183,307,403,online,441,30
2016/10/25,104,21061,308,404,online,961,189
2016/10/25,104,20074,308,404,online,1744,5
2016/10/25,104,21872,308,404,online,1543,26
2016/10/25,104,21731,301,405,online,415,118
2016/10/25,104,21081,307,403,online,448,18
2016/10/25,104,20416,301,405,online,723,13
2016/10/25,104,20416,301,405,online,727,16
2016/10/25,104,20911,301,405,online,1033,52
2016/10/25,102,21644,303,401,offline,211,34
2016/10/25,102,20559,303,401,offline,2411,12
2016/10/25,102,20459,305,412,offline,1662,11
2016/10/25,104,20437,307,403,online,241,51
2016/10/25,104,21716,307,403,online,805,17
2016/10/25,104,22021,307,403,online,510,36
2016/10/25,103,20559,303,401,offline,2419,15
2016/10/25,103,20008,303,401,offline,549,15
2016/10/25,103,21644,303,401,offline,212,21
2016/10/25,103,21121,305,412,offline,244,5
2016/10/25,104,21296,304,409,offline,1190,13
2016/10/25,104,21049,304,409,offline,1319,127
2016/10/25,104,20150,304,409,offline,1114,28
2016/10/25,105,21619,306,402,online,267.38,1004
2016/10/25,105,21468,305,412,online,299,204
2016/10/25,105,21913,306,407,online,1117.17,334
2016/10/25,101,21518,305,412,offline,422,51
2016/10/25,105,20527,303,406,offline,1718,13
2016/10/25,105,20633,306,407,online,1406,21
2016/10/25,105,20248,306,402,online,404,41
2016/10/25,105,20139,306,407,online,588,64
2016/10/25,104,20763,308,404,online,993,45
2016/10/25,105,21937,306,407,online,860,66
2016/10/25,105,21468,305,412,online,305,151
2016/10/25,105,21936,302,408,online,988,20
2016/10/25,105,20399,302,408,online,783,93
2016/10/25,105,21982,305,412,online,297,176
2016/10/25,105,21053,306,407,online,650,36
2016/10/25,105,21374,302,408,online,2491,13
2016/10/25,102,21274,305,412,offline,225,15
2016/10/25,102,20844,303,401,offline,2361,11
2016/10/25,101,21271,306,407,offline,468,159
2016/10/25,103,21703,305,412,offline,416,104
2016/10/25,105,20900,306,407,offline,786,9
2016/10/25,105,21827,306,407,offline,692,11
2016/10/25,101,20323,305,412,offline,93,2
2016/10/25,101,21484,305,412,offline,305,8
2016/10/25,101,20174,303,401,offline,1663,12
2016/10/25,105,20210,302,408,offline,962,5
2016/10/25,101,20045,306,407,offline,622,135
2016/10/25,103,21601,306,407,offline,520,9
2016/10/25,102,21521,306,407,offline,759,18
2016/10/25,102,21920,305,412,offline,758,37
2016/10/25,102,20134,305,412,offline,725,13
2016/10/25,104,20033,307,403,online,964,6
2016/10/25,104,21425,307,403,online,399,11
2016/10/25,101,20813,302,408,offline,812,201
2016/10/25,101,20134,305,412,offline,722,18
2016/10/25,101,21712,306,407,offline,1251,201
2016/10/25,104,21183,307,403,online,427,55
2016/10/25,101,20616,306,407,offline,1432,8
2016/10/25,101,20700,306,407,offline,814,106
2016/10/25,101,20702,305,412,offline,309,7
2016/10/25,101,22035,305,412,offline,2008,5
2016/10/25,101,20135,303,401,offline,705,10
2016/10/25,101,20202,303,401,offline,3703,11
2016/10/26,104,20038,307,403,online,829,13
2016/10/26,104,22021,307,403,online,519,8
2016/10/26,102,20591,302,408,offline,498,22
2016/10/26,103,22028,305,412,offline,349,105
2016/10/26,103,22046,305,412,offline,1215,27
2016/10/26,104,21731,301,405,online,480,186
2016/10/26,104,20437,307,403,online,220,91
2016/10/26,104,20763,308,404,online,1167,18
2016/10/26,104,21446,308,404,online,1837,1
2016/10/26,104,21142,308,404,online,1802,22
2016/10/26,101,21644,303,401,offline,211,102
2016/10/26,102,22041,306,407,offline,804,104
2016/10/26,102,21258,302,408,offline,961,38
2016/10/26,102,20608,302,408,offline,1216,59
2016/10/26,102,20457,305,412,offline,151,152
2016/10/26,102,21518,305,412,offline,422,19
2016/10/26,105,20206,305,412,online,611,105
2016/10/26,105,21210,306,407,online,875.18,18
2016/10/26,105,21619,306,402,online,272,559
2016/10/26,105,21103,306,407,online,713.1,108
2016/10/26,104,20986,304,409,offline,1044,66
2016/10/26,104,21446,308,404,online,1545,117
2016/10/26,104,21061,308,404,online,754,477
2016/10/26,104,21636,307,403,online,355,63
2016/10/26,104,20416,301,405,online,723,79
2016/10/26,104,21173,308,404,online,1537,85
2016/10/26,102,20733,302,408,offline,1504,24
2016/10/26,102,20479,302,408,offline,579,54
2016/10/26,102,20859,306,407,offline,518,366
2016/10/26,102,20327,302,408,offline,1354,39
2016/10/26,102,20226,303,401,offline,856,20
2016/10/26,102,21068,305,412,offline,273,259
2016/10/26,102,20327,302,408,offline,1559,205
2016/10/26,101,20140,305,412,offline,899,4
2016/10/26,101,20910,305,412,offline,1621,11
2016/10/26,103,21694,302,408,offline,1445,9
2016/10/26,103,20402,303,401,offline,485,18
2016/10/26,102,20457,305,412,offline,150,809
2016/10/26,102,21869,306,407,offline,907,154
2016/10/26,101,21745,303,401,offline,1705,14
2016/10/26,101,20717,303,401,offline,2161,4
2016/10/26,103,22046,305,412,offline,1206,21
2016/10/26,101,21677,303,401,offline,3006,9
2016/10/26,101,20459,305,412,offline,1668,8
2016/10/26,101,20996,306,407,offline,431,106
2016/10/26,101,20943,303,401,offline,506,5
2016/10/26,101,20226,303,401,offline,863,3
2016/10/26,101,20603,305,412,offline,761,5
2016/10/26,101,21745,303,401,offline,1705,23
2016/10/26,101,20305,305,412,offline,653,21
2016/10/26,101,21926,305,412,offline,312,102
2016/10/26,101,20662,305,412,offline,225,8
2016/10/27,102,22080,306,407,offline,633,9
2016/10/27,102,21003,306,407,offline,591,11
2016/10/27,102,21279,302,408,offline,1314,103
2016/10/27,102,21412,302,408,offline,673,105
2016/10/27,103,21623,302,408,offline,513,129
2016/10/27,104,21061,308,404,online,951,104
2016/10/27,103,20248,306,402,offline,337,45
2016/10/27,103,21176,302,408,offline,1103,36
2016/10/27,102,21166,305,412,offline,2509,11
2016/10/27,102,20846,302,408,offline,1366,42
2016/10/27,102,20733,302,408,offline,1503,8
2016/10/27,102,20226,303,401,offline,862,129
2016/10/27,102,20977,302,408,offline,495,202
2016/10/27,105,20210,302,408,online,992,13
2016/10/27,105,20413,306,407,online,834,6
2016/10/27,105,21665,302,408,online,795,6
2016/10/27,105,21619,306,402,online,275,349
2016/10/27,105,21937,306,407,online,752,104
2016/10/27,101,21068,305,412,offline,275,202
2016/10/27,101,21598,305,412,offline,455,206
2016/10/27,101,20676,305,412,offline,1207,306
2016/10/27,101,20443,303,410,offline,1372,9
2016/10/27,105,20527,303,406,offline,1719,10
2016/10/27,104,22040,304,409,offline,1294,17
2016/10/27,105,21271,306,407,online,460,339
2016/10/27,105,20560,306,407,online,824.53,42
2016/10/27,105,21881,306,407,online,576.22,55
2016/10/27,105,21176,302,408,online,1131.3,58
2016/10/27,105,21744,302,408,online,638,28
2016/10/27,104,21081,307,403,online,374,485
2016/10/27,104,21081,307,403,online,367,15
2016/10/27,104,20763,308,404,online,992,4
2016/10/27,104,20911,301,405,online,1029,19
2016/10/27,104,20085,301,405,online,914,47
2016/10/27,105,20248,306,402,online,402,193
2016/10/27,105,20333,302,408,online,1841,11
2016/10/27,105,21059,302,408,online,989,25
2016/10/27,105,20168,302,408,online,1183,6
2016/10/27,105,21715,302,408,online,1010,57
2016/10/27,105,20210,302,408,online,1117,111
2016/10/27,105,20466,302,408,online,1261,44
2016/10/27,105,20265,306,407,online,600,332
2016/10/27,105,20139,306,407,online,598,52
2016/10/27,103,21703,305,412,offline,410,22
2016/10/27,101,21579,306,407,offline,1307,6
2016/10/27,101,21853,306,407,offline,1406,8
2016/10/27,101,20870,302,408,offline,1270,6
2016/10/27,101,21714,302,408,offline,1210,12
2016/10/27,102,20780,306,407,offline,933,5
2016/10/27,102,21455,306,407,offline,487,480
2016/10/27,104,21762,307,403,offline,1160,4
2016/10/27,104,21462,308,404,offline,2116,7
2016/10/27,102,20573,306,407,offline,688,9
2016/10/27,101,21147,306,407,offline,1010,14
2016/10/27,101,21701,306,407,offline,1557,9
2016/10/27,101,20756,302,408,offline,1286,7
2016/10/27,101,21988,302,408,offline,1227,8
2016/10/27,101,21579,306,407,offline,1312,9
2016/10/27,101,21053,306,407,offline,599,11
2016/10/27,101,20859,306,407,offline,523,10
2016/10/27,103,20230,306,407,offline,874,2
2016/10/27,103,21739,306,407,offline,772,5
2016/10/27,101,21271,306,407,offline,461,7
2016/10/27,101,20813,302,408,offline,822,81
2016/10/27,101,20457,305,412,offline,153,102
2016/10/27,101,20879,305,412,offline,496,59
2016/10/27,101,21913,306,407,offline,1079,91
2016/10/27,101,20560,306,407,offline,772,5
2016/10/27,101,21641,306,407,offline,853,579
2016/10/27,102,20573,306,407,offline,686,7
2016/10/27,102,20794,306,407,offline,998,53
2016/10/27,102,21279,302,408,offline,1321,6
2016/10/27,102,21825,302,408,offline,853,2
2016/10/27,102,21554,302,408,offline,1257,2
2016/10/27,102,20092,306,407,offline,738,6
2016/10/27,103,21484,305,412,offline,308,53
2016/10/27,101,21297,306,407,offline,1213,93
2016/10/27,101,21579,306,407,offline,1304,27
2016/10/28,102,20977,302,408,offline,500,59
2016/10/28,102,21561,306,407,offline,736,54
2016/10/28,102,21690,303,401,offline,596,13
2016/10/28,103,21274,305,412,offline,205,108
2016/10/28,102,20305,305,412,offline,658,4
2016/10/28,103,21613,302,408,offline,907,53
2016/10/28,102,21703,305,412,offline,422,57
2016/10/28,104,21446,308,404,online,1843,63
2016/10/28,104,21061,308,404,online,963,450
2016/10/28,105,20938,306,407,online,607,309
2016/10/28,105,20747,302,408,online,1260,72
2016/10/28,105,21715,302,408,online,1018,45
2016/10/28,105,21255,306,407,online,907,2564
2016/10/28,105,20234,306,407,online,1054,580
2016/10/28,104,21061,308,404,online,760,202
2016/10/28,104,20006,307,403,online,545,54
2016/10/28,105,20265,306,407,online,592,86
2016/10/28,105,21937,306,407,online,873,11
2016/10/28,105,20116,306,407,online,788,27
2016/10/28,105,21881,306,407,online,677,20
2016/10/28,104,20865,308,404,online,1312,12
2016/10/28,104,20862,307,403,online,539,117
2016/10/28,102,20538,306,407,offline,1965,11
2016/10/28,102,20700,306,407,offline,814,21
2016/10/28,102,20368,306,407,offline,599,118
2016/10/28,103,20368,306,407,offline,597,153
2016/10/28,101,21644,303,401,offline,228,65
2016/10/28,101,20135,303,401,offline,705,24
2016/10/28,103,20973,306,407,offline,539,8
2016/10/28,103,20599,306,407,offline,782,8
2016/10/28,101,21381,306,407,offline,1028,307
2016/10/28,102,21449,303,401,offline,1056,103
2016/10/28,102,20230,306,407,offline,879,12
2016/10/28,102,20969,306,407,offline,1205,17
2016/10/28,104,21462,308,404,offline,2116,3
2016/10/28,104,20911,301,405,offline,1031,7
