sales_region_code,item_code,first_cate_code,secnod_cate_code,ds,trend
101,21023,306,407,2016-01,-5.004921385868819
101,21023,306,407,2016-02,-2.6388284192015803
101,21023,306,407,2016-03,-4.046745622005182
101,21023,306,407,2016-04,-3.3581241000634607
101,21023,306,407,2016-05,-2.8933802557210884
101,21023,306,407,2016-06,-2.2419690425745533
101,21023,306,407,2016-07,-1.7400249287646434
101,21023,306,407,2016-08,-1.1538971885640679
101,21023,306,407,2016-09,-0.5585865762884027
101,21023,306,407,2016-10,-0.0005095959476694549
101,21023,306,407,2016-11,0.557600768154461
101,21023,306,407,2016-12,1.152927570214351
101,21023,306,407,2017-01,1.2342667127898255
101,21023,306,407,2017-02,1.9425757262732926
101,21023,306,407,2017-03,2.85557874177079
101,21023,306,407,2017-04,3.3230476272291996
101,21023,306,407,2017-05,4.013780424128408
101,21023,306,407,2017-06,4.481655001658205
101,21023,306,407,2017-07,6.079016945309471
101,21023,306,407,2017-08,8.051746084037337
101,21023,306,407,2017-09,10.679938132089179
101,21023,306,407,2017-10,17.80371551528023
101,21023,306,407,2017-11,33.858073727244545
101,21023,306,407,2017-12,68.09361968825908
101,21023,306,407,2018-01,115.33032741254297
101,21023,306,407,2018-02,95.34839283522388
101,21023,306,407,2018-03,216.92105767518035
101,21023,306,407,2018-04,260.7480929531339
101,21023,306,407,2018-05,321.95833562477935
101,21023,306,407,2018-06,362.39707327100143
101,21023,306,407,2018-07,426.995615801957
101,21023,306,407,2018-08,480.3752172034734
101,21023,306,407,2018-09,515.7037328632862
101,21023,306,407,2018-10,585.4124973806512
101,21023,306,407,2018-11,617.3527136799098
101,21023,306,407,2018-12,690.4497775578291
101,21023,306,407,2019-01,743.8293789593455
101,21023,306,407,2019-02,717.7267967683295
101,21023,306,407,2019-03,817.3179218437594
101,21026,306,407,2015-09,-3.858511473915118
101,21026,306,407,2015-10,1.804320880442867
101,21026,306,407,2015-11,7.1819427074133655
101,21026,306,407,2015-12,13.125555747380528
101,21026,306,407,2016-01,18.40334195258167
101,21026,306,407,2016-02,14.643712885730253
101,21026,306,407,2016-03,30.144679811763076
101,21026,306,407,2016-04,34.692471184190204
101,21026,306,407,2016-05,41.55308759765343
101,21026,306,407,2016-06,45.73285204952313
101,21026,306,407,2016-07,52.961459019574306
101,21026,306,407,2016-08,58.75912704807407
101,21026,306,407,2016-09,62.383815248143286
101,21026,306,407,2016-10,70.16742212876919
101,21026,306,407,2016-11,73.42408384481074
101,21026,306,407,2016-12,81.57566944700335
101,21026,306,407,2017-01,64.27032276234972
101,21026,306,407,2017-02,78.06493326506774
101,21026,306,407,2017-03,98.41596111997396
101,21026,306,407,2017-04,100.93753542732121
101,21026,306,407,2017-05,110.99234759646122
101,21026,306,407,2017-06,116.09578470976162
101,21026,306,407,2017-07,135.62018240308757
101,21026,306,407,2017-08,156.78437365722965
101,21026,306,407,2017-09,174.42338020277018
101,21026,306,407,2017-10,203.9807226020591
101,21026,306,407,2017-11,220.40959983428164
101,21026,306,407,2017-12,251.5358613990887
101,21026,306,407,2018-01,275.70498860328485
101,21026,306,407,2018-02,172.93840606477693
101,21026,306,407,2018-03,321.704300599468
101,21026,306,407,2018-04,334.3389761142613
101,21026,306,407,2018-05,369.26291454249053
101,21026,306,407,2018-06,380.3634371175272
101,21026,306,407,2018-07,416.82152216706555
101,21026,306,407,2018-08,440.9906506320135
101,21026,306,407,2018-09,449.7773752686783
101,21026,306,407,2018-10,488.5492582565885
101,21026,306,407,2018-11,495.8018342602026
101,21026,306,407,2018-12,536.1078658811634
101,21026,306,407,2019-01,560.2769943461116
101,21026,306,407,2019-02,526.8305215447156
101,21026,306,407,2019-03,586.3417535877911
101,21027,302,408,2015-09,-210.27480960163584
101,21027,302,408,2015-10,-164.57496091292538
101,21027,302,408,2015-11,-145.56815303727012
101,21027,302,408,2015-12,-116.98866535987315
101,21027,302,408,2016-01,-79.80074867983947
101,21027,302,408,2016-02,-26.771222281543643
101,21027,302,408,2016-03,-17.24137738802828
101,21027,302,408,2016-04,15.668284232294328
101,21027,302,408,2016-05,49.62872244751254
101,21027,302,408,2016-06,80.40269129479779
101,21027,302,408,2016-07,136.64405799643887
101,21027,302,408,2016-08,280.6888171820901
101,21027,302,408,2016-09,534.0221493195405
101,21027,302,408,2016-10,955.6266891159081
101,21027,302,408,2016-11,1387.1728670190928
101,21027,302,408,2016-12,1940.207135332722
101,21027,302,408,2017-01,1772.3695328446847
101,21027,302,408,2017-02,2484.3473733027004
101,21027,302,408,2017-03,3435.669568873486
101,21027,302,408,2017-04,3794.433028001762
101,21027,302,408,2017-05,4314.363227230304
101,21027,302,408,2017-06,4388.864024609518
101,21027,302,408,2017-07,4575.823083061058
101,21027,302,408,2017-08,4459.906125060805
101,21027,302,408,2017-09,4073.363816584511
101,21027,302,408,2017-10,3849.5219785745635
101,21027,302,408,2017-11,3312.695125931588
101,21027,302,408,2017-12,2988.358828999828
101,21027,302,408,2018-01,2546.472154842445
101,21027,302,408,2018-02,1243.6289096680814
101,21027,302,408,2018-03,1705.4623783053648
101,21027,302,408,2018-04,1229.9073676467176
101,21027,302,408,2018-05,935.8985444736246
101,21027,302,408,2018-06,658.5045942509481
101,21027,302,408,2018-07,425.01095031166847
101,21027,302,408,2018-08,165.3795499998546
101,21027,302,408,2018-09,-87.15894878818398
101,21027,302,408,2018-10,-345.50804416210156
101,21027,302,408,2018-11,-581.566297977174
101,21027,302,408,2018-12,-856.3956383240579
101,21027,302,408,2019-01,-1116.0270386358716
101,21027,302,408,2019-02,-1231.1831490046775
101,21027,302,408,2019-03,-1554.1709193325637
101,21034,306,407,2015-09,0.14687035039592602
101,21034,306,407,2015-10,0.11242858147352815
101,21034,306,407,2015-11,0.09652305292338549
101,21034,306,407,2015-12,0.07372681515026436
101,21034,306,407,2016-01,0.04534640228457683
101,21034,306,407,2016-02,0.010781459955545632
101,21034,306,407,2016-03,-0.0038921311386016177
101,21034,306,407,2016-04,-0.02894396319144857
101,21034,306,407,2016-05,-0.05592751162112614
101,21034,306,407,2016-06,-0.07930334320174562
101,21034,306,407,2016-07,-0.10796569758920009
101,21034,306,407,2016-08,-0.13441277730233445
101,21034,306,407,2016-09,-0.15526304874471308
101,21034,306,407,2016-10,-0.18646640502122788
101,21034,306,407,2016-11,-0.20563758330340756
101,21034,306,407,2016-12,-0.2385147739790618
101,21034,306,407,2017-01,-0.19405395528975306
101,21034,306,407,2017-02,-0.2440570362279189
101,21034,306,407,2017-03,-0.3153137008944308
101,21034,306,407,2017-04,-0.3303345769923336
101,21034,306,407,2017-05,-0.36737844105256967
101,21034,306,407,2017-06,-0.3807203483134366
101,21034,306,407,2017-07,-0.4194446064352485
101,21034,306,407,2017-08,-0.44590359143143243
101,21034,306,407,2017-09,-0.45670928088967533
101,21034,306,407,2017-10,-0.49795897839596326
101,21034,306,407,2017-11,-0.5070783472530223
101,21034,306,407,2017-12,-0.5489057311099454
101,21034,306,407,2018-01,-0.46919421863538285
101,21034,306,407,2018-02,0.529444259990699
101,21034,306,407,2018-03,4.913917248941482
101,21034,306,407,2018-04,13.304432599930355
101,21034,306,407,2018-05,24.608446676254722
101,21034,306,407,2018-06,34.4538893782167
101,21034,306,407,2018-07,46.59625803872646
101,21034,306,407,2018-08,57.77039168194979
101,21034,306,407,2018-09,66.54609422243774
101,21034,306,407,2018-10,79.75820304442155
101,21034,306,407,2018-11,87.82462134741037
101,21034,306,407,2018-12,101.74601440689325
101,21034,306,407,2019-01,112.9201480501166
101,21034,306,407,2019-02,111.59679801956679
101,21034,306,407,2019-03,129.6840189703074
101,21036,303,406,2015-09,0.0070533853070681414
101,21036,303,406,2015-10,0.005509146308855083
101,21036,303,406,2015-11,0.00485979487618657
101,21036,303,406,2015-12,0.003888442100171755
101,21036,303,406,2016-01,0.0026301900571138446
101,21036,303,406,2016-02,0.0008624139158364348
101,21036,303,406,2016-03,0.0005065941084662968
101,21036,303,406,2016-04,-0.0006066938145842436
101,21036,303,406,2016-05,-0.001760488595840903
101,21036,303,406,2016-06,-0.0028007622631582227
101,21036,303,406,2016-07,-0.004027786265610293
101,21036,303,406,2016-08,-0.005180080072470429
101,21036,303,406,2016-09,-0.00611015779679179
101,21036,303,406,2016-10,-0.007447640621864064
101,21036,303,406,2016-11,-0.008304669020131624
101,21036,303,406,2016-12,-0.009715371588347269
101,21036,303,406,2017-01,-0.007952923310513995
101,21036,303,406,2017-02,-0.010065982173572883
101,21036,303,406,2017-03,-0.013061325822321593
101,21036,303,406,2017-04,-0.013737408844263454
101,21036,303,406,2017-05,-0.01532931852618534
101,21036,303,406,2017-06,-0.015932240885833036
101,21036,303,406,2017-07,-0.017597343902258235
101,21036,303,406,2017-08,-0.0187499810736199
101,21036,303,406,2017-09,-0.019242625672271543
101,21036,303,406,2017-10,-0.02101814485840444
101,21036,303,406,2017-11,-0.021437677251373573
101,21036,303,406,2017-12,-0.02328640667478722
101,21036,303,406,2018-01,-0.024439130671774657
101,21036,303,406,2018-02,-0.0141048846033842
101,21036,303,406,2018-03,-0.021960243662916486
101,21036,303,406,2018-04,-0.01867788736745225
101,21036,303,406,2018-05,0.14452987754865454
101,21036,303,406,2018-06,0.4230674035206702
101,21036,303,406,2018-07,0.7298094230607303
101,21036,303,406,2018-08,1.0272465691406376
101,21036,303,406,2018-09,1.277309363125815
101,21036,303,406,2018-10,1.6125261146527134
101,21036,303,406,2018-11,1.8437089232987913
101,21036,303,406,2018-12,2.197805660164789
101,21036,303,406,2019-01,2.495242806244696
101,21036,303,406,2019-02,2.509421267931738
101,21036,303,406,2019-03,2.9579375662620238
101,21043,306,407,2015-09,-34.49554791891125
101,21043,306,407,2015-10,-20.479933297756087
101,21043,306,407,2015-11,-10.5668509905853
101,21043,306,407,2015-12,1.4440787236612438
101,21043,306,407,2016-01,13.754116984003476
101,21043,306,407,2016-02,16.058743501695666
101,21043,306,407,2016-03,42.10254761307193
101,21043,306,407,2016-04,101.51774189575134
101,21043,306,407,2016-05,182.1012445708768
101,21043,306,407,2016-06,250.9362629518229
101,21043,306,407,2016-07,336.50032659856964
101,21043,306,407,2016-08,414.96539407621657
101,21043,306,407,2016-09,476.2886173443066
101,21043,306,407,2016-10,569.3644190640241
101,21043,306,407,2016-11,625.707020823797
101,21043,306,407,2016-12,723.7634003515029
101,21043,306,407,2017-01,587.4609888796489
101,21043,306,407,2017-02,732.3748364493921
101,21043,306,407,2017-03,869.5797648331417
101,21043,306,407,2017-04,747.3681450948591
101,21043,306,407,2017-05,656.7745228856085
101,21043,306,407,2017-06,522.6412360836097
101,21043,306,407,2017-07,423.35069958540305
101,21043,306,407,2017-08,304.72556624369844
101,21043,306,407,2017-09,184.1874961583012
101,21043,306,407,2017-10,89.82699470136505
101,21043,306,407,2017-11,33.62520594546348
101,21043,306,407,2017-12,19.207751422383932
101,21043,306,407,2018-01,14.584504295394972
101,21043,306,407,2018-02,6.490239296355628
101,21043,306,407,2018-03,7.517354667556168
101,21043,306,407,2018-04,3.745629545155102
101,21043,306,407,2018-05,0.22361564592517558
101,21043,306,407,2018-06,-3.3128252436760697
101,21043,306,407,2018-07,-7.070121149522389
101,21043,306,407,2018-08,-10.776774275077711
101,21043,306,407,2018-09,-13.958363876904672
101,21043,306,407,2018-10,-18.070511070525274
101,21043,306,407,2018-11,-21.01681884024103
101,21043,306,407,2018-12,-25.364247865972843
101,21043,306,407,2019-01,-29.070900991528163
101,21043,306,407,2019-02,-29.443535423886722
101,21043,306,407,2019-03,-34.90230401401747
101,21044,302,408,2015-09,-146.40936183536917
101,21044,302,408,2015-10,-111.96166035683547
101,21044,302,408,2015-11,-95.98819110501847
101,21044,302,408,2015-12,-73.13683541927604
101,21044,302,408,2016-01,-44.74033854306485
101,21044,302,408,2016-02,-10.3952640626244
101,21044,302,408,2016-03,4.589209568371347
101,21044,302,408,2016-04,29.69621336643975
101,21044,302,408,2016-05,64.91420167504036
101,21044,302,408,2016-06,122.87701819541532
101,21044,302,408,2016-07,238.62662089339995
101,21044,302,408,2016-08,407.45563842045783
101,21044,302,408,2016-09,570.249040028127
101,21044,302,408,2016-10,773.4008226569862
101,21044,302,408,2016-11,926.6576543675825
101,21044,302,408,2016-12,1141.6916556860049
101,21044,302,408,2017-01,968.0072089633077
101,21044,302,408,2017-02,1268.9643569697812
101,21044,302,408,2017-03,1659.020976010393
101,21044,302,408,2017-04,1679.4091722662379
101,21044,302,408,2017-05,1650.9562735375735
101,21044,302,408,2017-06,1428.9915126511087
101,21044,302,408,2017-07,1286.8937030736365
101,21044,302,408,2017-08,1094.0516005185236
101,21044,302,408,2017-09,875.1482749578927
101,21044,302,408,2017-10,714.5882210738496
101,21044,302,408,2017-11,507.92579596779365
101,21044,302,408,2017-12,335.7303908703319
101,21044,302,408,2018-01,201.62317756113748
101,21044,302,408,2018-02,77.26920577036107
101,21044,302,408,2018-03,94.33627081421072
101,21044,302,408,2018-04,57.05634263137453
101,21044,302,408,2018-05,24.70510709912124
101,21044,302,408,2018-06,-9.238556265309654
101,21044,302,408,2018-07,-43.79812338076119
101,21044,302,408,2018-08,-78.61124050988177
101,21044,302,408,2018-09,-109.22211846757061
101,21044,302,408,2018-10,-147.11447098976416
101,21044,302,408,2018-11,-175.51556731906976
101,21044,302,408,2018-12,-215.61770146964662
101,21044,302,408,2019-01,-250.43081859876722
101,21044,302,408,2019-02,-256.118194893219
101,21044,302,408,2019-03,-305.92890932201885
101,21049,304,409,2015-09,0.004541320568533429
101,21049,304,409,2015-10,0.003562362192721571
101,21049,304,409,2015-11,0.0031609295005274826
101,21049,304,409,2015-12,0.002554501408953631
101,21049,304,409,2016-01,0.0017612444530438957
101,21049,304,409,2016-02,0.0006078496310031552
101,21049,304,409,2016-03,0.0004331421391434
101,21049,304,409,2016-04,-0.00026873914076102457
101,21049,304,409,2016-05,-0.0009884485701458028
101,21049,304,409,2016-06,-0.001644252888217405
101,21049,304,409,2016-07,-0.002409541762690287
101,21049,304,409,2016-08,-0.0031314579075821854
101,21049,304,409,2016-09,-0.0037167317885906173
101,21049,304,409,2016-10,-0.00454888813911358
101,21049,304,409,2016-11,-0.0050874209765834014
101,21049,304,409,2016-12,-0.005965255761550234
101,21049,304,409,2017-01,-0.00489096293496114
101,21049,304,409,2017-02,-0.0062003590314071
101,21049,304,409,2017-03,-0.008053948967198984
101,21049,304,409,2017-04,-0.008478799997016423
101,21049,304,409,2017-05,-0.00946860587527639
101,21049,304,409,2017-06,-0.009846818302964543
101,21049,304,409,2017-07,-0.010881275738189046
101,21049,304,409,2017-08,-0.011598915650454159
101,21049,304,409,2017-09,-0.011908028368138328
101,21049,304,409,2017-10,-0.01301122830130261
101,21049,304,409,2017-11,-0.01327496010115496
101,21049,304,409,2017-12,-0.014422837200984844
101,21049,304,409,2018-01,-0.015092548316111126
101,21049,304,409,2018-02,-0.000934270266808067
101,21049,304,409,2018-03,0.04065729368713018
101,21049,304,409,2018-04,0.12184164630660042
101,21049,304,409,2018-05,0.5255256953679813
101,21049,304,409,2018-06,1.125840964326598
101,21049,304,409,2018-07,1.8012122975736549
101,21049,304,409,2018-08,2.449512046235555
101,21049,304,409,2018-09,2.9877632393597335
101,21049,304,409,2018-10,3.725198648441228
101,21049,304,409,2018-11,4.222298660849095
101,21049,304,409,2018-12,5.000885250646902
101,21049,304,409,2019-01,5.649184999308802
101,21049,304,409,2019-02,5.659717140265108
101,21049,304,409,2019-03,6.650892932631445
101,21053,306,407,2015-09,-2.5886488084691734
101,21053,306,407,2015-10,-1.9498040595164374
101,21053,306,407,2015-11,-1.6363404458210662
101,21053,306,407,2015-12,-1.1988626672983793
101,21053,306,407,2016-01,-0.6684305530381778
101,21053,306,407,2016-02,-0.09039200226325023
101,21053,306,407,2016-03,0.26912787284022255
101,21053,306,407,2016-04,0.736591523973034
101,21053,306,407,2016-05,1.2531634421409636
101,21053,306,407,2016-06,1.688888734420096
101,21053,306,407,2016-07,2.237207584354922
101,21053,306,407,2016-08,2.737295761949736
101,21053,306,407,2016-09,3.1251497154016015
101,21053,306,407,2016-10,3.721346069030442
101,21053,306,407,2016-11,4.077456351924261
101,21053,306,407,2016-12,4.705400884568358
101,21053,306,407,2017-01,3.814269946949196
101,21053,306,407,2017-02,4.77858471227026
101,21053,306,407,2017-03,6.1573215658079725
101,21053,306,407,2017-04,6.568791108907611
101,21053,306,407,2017-05,7.871385726794337
101,21053,306,407,2017-06,8.934480313732184
101,21053,306,407,2017-07,13.445917253402165
101,21053,306,407,2017-08,20.134129382344135
101,21053,306,407,2017-09,29.25040411995176
101,21053,306,407,2017-10,45.53564734204296
101,21053,306,407,2017-11,61.29518339833287
101,21053,306,407,2017-12,81.45483135228287
101,21053,306,407,2018-01,99.86995883434854
101,21053,306,407,2018-02,67.7810294364194
101,21053,306,407,2018-03,134.91811353495365
101,21053,306,407,2018-04,148.0990358008132
101,21053,306,407,2018-05,170.87047914710445
101,21053,306,407,2018-06,182.3993346973776
101,21053,306,407,2018-07,206.0881458941426
101,21053,306,407,2018-08,223.9856486672276
101,21053,306,407,2018-09,233.80111165233552
101,21053,306,407,2018-10,259.2033154142657
101,21053,306,407,2018-11,267.8827246333401
101,21053,306,407,2018-12,294.4209821613038
101,21053,306,407,2019-01,312.3184849343889
101,21053,306,407,2019-02,297.4774008466365
101,21053,306,407,2019-03,334.928520661546
101,21054,308,404,2015-09,-19.54583626795299
101,21054,308,404,2015-10,-16.67724038468694
101,21054,308,404,2015-11,-16.348354925493116
101,21054,308,404,2015-12,-15.241259305236465
101,21054,308,404,2016-01,-13.098425636604883
101,21054,308,404,2016-02,-6.815921140296285
101,21054,308,404,2016-03,-10.312150751259622
101,21054,308,404,2016-04,-8.380715754293226
101,21054,308,404,2016-05,-7.00799269412043
101,21054,308,404,2016-06,-5.183138588972977
101,21054,308,404,2016-07,-3.703816861836004
101,21054,308,404,2016-08,-2.024612214989383
101,21054,308,404,2016-09,-0.360463204559
101,21054,308,404,2016-10,1.2796562753658807
101,21054,308,404,2016-11,2.837411559235161
101,21054,308,404,2016-12,4.584543234616481
101,21054,308,404,2017-01,5.289711477812507
101,21054,308,404,2017-02,24.905743551832334
101,21054,308,404,2017-03,81.16854309997251
101,21054,308,404,2017-04,185.33788197559198
101,21054,308,404,2017-05,361.6060139405883
101,21054,308,404,2017-06,548.7734838305083
101,21054,308,404,2017-07,781.1155159461555
101,21054,308,404,2017-08,1000.3295504381598
101,21054,308,404,2017-09,1177.3527025420422
101,21054,308,404,2017-10,1432.8660251568494
101,21054,308,404,2017-11,1587.5960661265417
101,21054,308,404,2017-12,1742.52770837438
101,21054,308,404,2018-01,1753.3388441716572
101,21054,308,404,2018-02,994.3611140879414
101,21054,308,404,2018-03,1644.0521266580618
101,21054,308,404,2018-04,1512.9412932292976
101,21054,308,404,2018-05,1463.135820707608
101,21054,308,404,2018-06,1307.4536686488193
101,21054,308,404,2018-07,1238.9350944999524
101,21054,308,404,2018-08,1124.99702052557
101,21054,308,404,2018-09,980.2225716984601
101,21054,308,404,2018-10,900.7962943179142
101,21054,308,404,2018-11,763.2541269813742
101,21054,308,404,2018-12,676.5955681102585
101,21054,308,404,2019-01,562.6574941358765
101,21054,308,404,2019-02,410.27456379511
101,21054,308,404,2019-03,336.43095704612267
101,21057,303,401,2015-09,2346.4631710864483
101,21057,303,401,2015-10,2136.309363617788
101,21057,303,401,2015-11,2236.738882018919
101,21057,303,401,2015-12,2254.6059401477055
101,21057,303,401,2016-01,2125.2157989512143
101,21057,303,401,2016-02,1239.334180895261
101,21057,303,401,2016-03,2085.462651402926
101,21057,303,401,2016-04,1963.3275005664595
101,21057,303,401,2016-05,1972.0807045566323
101,21057,303,401,2016-06,1853.602759076385
101,21057,303,401,2016-07,1854.5815513258392
101,21057,303,401,2016-08,1775.2634584046693
101,21057,303,401,2016-09,1623.7832947966876
101,21057,303,401,2016-10,1573.803245571192
101,21057,303,401,2016-11,1420.187192010944
101,21057,303,401,2016-12,1360.272549781242
101,21057,303,401,2017-01,938.7692737043421
101,21057,303,401,2017-02,959.0087813440276
101,21057,303,401,2017-03,1042.6946158224332
101,21057,303,401,2017-04,904.728630628701
101,21057,303,401,2017-05,827.0778728952304
101,21057,303,401,2017-06,696.0672210354828
101,21057,303,401,2017-07,611.4610366575519
101,21057,303,401,2017-08,501.8897659035581
101,21057,303,401,2017-09,383.4904488244121
101,21057,303,401,2017-10,298.34488548484273
101,21057,303,401,2017-11,210.09565552284238
101,21057,303,401,2017-12,154.28265054354858
101,21057,303,401,2018-01,98.13529627281041
101,21057,303,401,2018-02,32.89012539502306
101,21057,303,401,2018-03,26.619766803142195
101,21057,303,401,2018-04,-3.0651345928581932
101,21057,303,401,2018-05,-32.95432058214119
101,21057,303,401,2018-06,-60.717406226547986
101,21057,303,401,2018-07,-92.52831895272463
101,21057,303,401,2018-08,-122.80362960007031
101,21057,303,401,2018-09,-147.66835043744717
101,21057,303,401,2018-10,-182.37762797065375
101,21057,303,401,2018-11,-205.32060692510848
101,21057,303,401,2018-12,-241.95162634123716
101,21057,303,401,2019-01,-272.22693698858285
101,21057,303,401,2019-02,-271.9046700320473
101,21057,303,401,2019-03,-318.734881982803
101,21061,308,404,2015-09,-138.78505938562057
101,21061,308,404,2015-10,-109.49123807109069
101,21061,308,404,2015-11,-97.85207340960837
101,21061,308,404,2015-12,-79.96503722440161
101,21061,308,404,2016-01,-56.24792114938833
101,21061,308,404,2016-02,-20.395153290857365
101,21061,308,404,2016-03,-16.86536797951903
101,21061,308,404,2016-04,4.145564830008409
101,21061,308,404,2016-05,25.489039487013812
101,21061,308,404,2016-06,58.4561149465201
101,21061,308,404,2016-07,136.01797414214738
101,21061,308,404,2016-08,295.48723865578785
101,21061,308,404,2016-09,538.7924971964909
101,21061,308,404,2016-10,918.7348674921458
101,21061,308,404,2016-11,1293.1428193773668
101,21061,308,404,2016-12,1775.6084850797577
101,21061,308,404,2017-01,1605.9571394809905
101,21061,308,404,2017-02,2232.2535151678703
101,21061,308,404,2017-03,3072.0834147033875
101,21061,308,404,2017-04,3382.357306928018
101,21061,308,404,2017-05,3853.4860077001367
101,21061,308,404,2017-06,3983.89036153424
101,21061,308,404,2017-07,4303.707038525262
101,21061,308,404,2017-08,4415.809729384406
101,21061,308,404,2017-09,4288.849002927914
101,21061,308,404,2017-10,4332.6838495842985
101,21061,308,404,2017-11,3978.083679720136
101,21061,308,404,2017-12,3870.4514666852183
101,21061,308,404,2018-01,3625.52457917739
101,21061,308,404,2018-02,1974.9064396668948
101,21061,308,404,2018-03,3159.373490953178
101,21061,308,404,2018-04,2824.255335259779
101,21061,308,404,2018-05,2677.420879321927
101,21061,308,404,2018-06,2357.8495766572028
101,21061,308,404,2018-07,2195.468245769625
101,21061,308,404,2018-08,1950.5414975709134
101,21061,308,404,2018-09,1654.4179168981573
101,21061,308,404,2018-10,1468.5888640186108
101,21061,308,404,2018-11,1188.0121424927027
101,21061,308,404,2018-12,986.6362304663082
101,21061,308,404,2019-01,741.7094822675971
101,21061,308,404,2019-02,459.411380433027
101,21061,308,404,2019-03,270.4925862852522
101,21062,302,408,2015-09,-2.3242824116448024
101,21062,302,408,2015-10,-2.0358552907735152
101,21062,302,408,2015-11,-2.0516716465701834
101,21062,302,408,2015-12,-1.979210820925646
101,21062,302,408,2016-01,-1.7745889208194146
101,21062,302,408,2016-02,-0.9758199383869123
101,21062,302,408,2016-03,-1.5589741634268715
101,21062,302,408,2016-04,-1.3723814859971615
101,21062,302,408,2016-05,-1.2772788174428342
101,21062,302,408,2016-06,-1.099770940790811
101,21062,302,408,2016-07,-0.9955832848146146
101,21062,302,408,2016-08,-0.8524283194484612
101,21062,302,408,2016-09,-0.6886252137933084
101,21062,302,408,2016-10,-0.570725260976219
101,21062,302,408,2016-11,-0.41600192274656156
101,21062,302,408,2016-12,-0.2890094667300707
101,21062,302,408,2017-01,-0.12190727116178714
101,21062,302,408,2017-02,-0.004163863424024666
101,21062,302,408,2017-03,0.1266691904643954
101,21062,302,408,2017-04,0.25946870460394483
101,21062,302,408,2017-05,0.4114619445971318
101,21062,302,408,2017-06,0.5428275534589467
101,21062,302,408,2017-07,0.8337834796585992
101,21062,302,408,2017-08,1.3701222014697592
101,21062,302,408,2017-09,2.0492308015007517
101,21062,302,408,2017-10,3.5637682021767736
101,21062,302,408,2017-11,7.855184019402672
101,21062,302,408,2017-12,14.915842088875724
101,21062,302,408,2018-01,27.071444980493098
101,21062,302,408,2018-02,25.830965654496822
101,21062,302,408,2018-03,69.7045956804514
101,21062,302,408,2018-04,95.5258351960952
101,21062,302,408,2018-05,129.1896070170412
101,21062,302,408,2018-06,154.51892121582924
101,21062,302,408,2018-07,190.14949682900584
101,21062,302,408,2018-08,221.1291129629551
101,21062,302,408,2018-09,243.4926366473588
101,21062,302,408,2018-10,282.08900277491983
101,21062,302,408,2018-11,302.486078400873
101,21062,302,408,2018-12,343.04889258688445
101,21062,302,408,2019-01,374.02850872083377
101,21062,302,408,2019-02,364.45984234789364
101,21062,302,408,2019-03,418.5387507028682
101,21064,308,404,2015-09,0.372878322098329
101,21064,308,404,2015-10,0.2741373899497645
101,21064,308,404,2015-11,0.22197804565232115
101,21064,308,404,2015-12,0.1514098940636151
101,21064,308,404,2016-01,0.06860215472296893
101,21064,308,404,2016-02,-0.008063975764002274
101,21064,308,404,2016-03,-0.08119557115587339
101,21064,308,404,2016-04,-0.15401618824265645
101,21064,308,404,2016-05,-0.2371103053565518
101,21064,308,404,2016-06,-0.3049127937468772
101,21064,308,404,2016-07,-0.3930453117909407
101,21064,308,404,2016-08,-0.4722930625415018
101,21064,308,404,2016-09,-0.5325036865223688
101,21064,308,404,2016-10,-0.6282095631706075
101,21064,308,404,2016-11,-0.6833864386548103
101,21064,308,404,2016-12,-0.7841237840260358
101,21064,308,404,2017-01,-0.6329700691011068
101,21064,308,404,2017-02,-0.7894842827907231
101,21064,308,404,2017-03,-1.014149287033353
101,21064,308,404,2017-04,-1.0568751893459858
101,21064,308,404,2017-05,-1.170058516319389
101,21064,308,404,2017-06,-1.2077466578183145
101,21064,308,404,2017-07,-1.3259407992237187
101,21064,308,404,2017-08,4.236284080219574
101,21064,308,404,2017-09,23.812439243624215
101,21064,308,404,2017-10,65.20019898575538
101,21064,308,404,2017-11,106.56174636688772
101,21064,308,404,2017-12,154.9775430033995
101,21064,308,404,2018-01,147.9513723089339
101,21064,308,404,2018-02,63.83609024311881
101,21064,308,404,2018-03,68.99483768736974
101,21064,308,404,2018-04,28.066702859060268
101,21064,308,404,2018-05,10.377727177211568
101,21064,308,404,2018-06,8.31874003177023
101,21064,308,404,2018-07,6.814335555113573
101,21064,308,404,2018-08,5.003431616014592
101,21064,308,404,2018-09,3.117808843515091
101,21064,308,404,2018-10,1.440039993916596
101,21064,308,404,2018-11,-0.33063466174103495
101,21064,308,404,2018-12,-2.123351628181401
101,21064,308,404,2019-01,-3.9342555672803825
101,21064,308,404,2019-02,-5.110031723303986
101,21064,308,404,2019-03,-7.114457950769478
101,21067,302,408,2015-09,1.9038327150335448
101,21067,302,408,2015-10,1.6044183417303886
101,21067,302,408,2015-11,1.5515742825655396
101,21067,302,408,2015-12,1.4213244031703567
101,21067,302,408,2016-01,1.1936040886986203
101,21067,302,408,2016-02,0.601263070778653
101,21067,302,408,2016-03,0.8783915967923501
101,21067,302,408,2016-04,0.6739461349366009
101,21067,302,408,2016-05,0.5144338989615116
101,21067,302,408,2016-06,0.32173444605418544
101,21067,302,408,2016-07,0.15048345267458813
101,21067,302,408,2016-08,-0.03447182510876678
101,21067,302,408,2016-09,-0.20946829145017948
101,21067,302,408,2016-10,-0.3984276034573036
101,21067,302,408,2016-11,-0.5616884729409503
101,21067,302,408,2016-12,-0.7624057151718538
