date_block_num,sales_region_code,item_code,item_cnt_month,first_cate_code,second_cate_code,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,date_avg_item_cnt_lag_1,date_item_avg_item_cnt_lag_1,date_item_avg_item_cnt_lag_2,date_item_avg_item_cnt_lag_3,date_region_avg_item_cnt_lag_1,date_region_avg_item_cnt_lag_2,date_region_avg_item_cnt_lag_3,date_region_item_avg_item_cnt_lag_1,date_region_item_avg_item_cnt_lag_2,date_region_item_avg_item_cnt_lag_3,date_region_subtype_avg_item_cnt_lag_1,date_region_subtype_avg_item_cnt_lag_2,date_region_subtype_avg_item_cnt_lag_3,delta_price_lag,delta_revenue_lag_1,delta_cnt_lag,item_avg_item_cnt,date_item_avg_item_cnt_,date_item_avg_item_cnt__lag_11,date_item_avg_item_cnt__lag_12,date_item_avg_item_cnt__lag_13,delta_cnt_lag_11,delta_cnt_lag_12,delta_cnt_lag_13,delta_subtype_cnt_lag_12,month,days,is_promotion_month,date_item_chan_class,item_subtype_first_sale,item_first_sale,is_brand_new,mean_first_sale
14,103,21840,0.0,302,408,0.0,0.0,0.0,595.0,110.6,24.2,31.8,300.0,221.9,307.0,0.0,0.0,0.0,276.5,139.6,288.2,-0.01797,9980592.0,-0.2861,65.25,67.06,,,,,,,3.1785305,11,31,1,0.0,3,3,1,0.0
14,103,21866,0.0,308,404,0.0,0.0,0.0,595.0,74.2,6.2,67.0,300.0,221.9,307.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118,9086990.0,-0.1367,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,3,3,1,0.0
14,103,21883,94.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,1.0,0,0,1,0.0
14,103,21917,0.0,305,412,0.0,0.0,,595.0,450.5,872.5,,300.0,221.9,,0.0,0.0,,248.4,168.8,,-0.006313,4977313.0,2.002,83.0,89.9,,,,,,,4.1135163,11,31,1,0.0,2,2,1,0.0
14,103,21942,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,1.0,0,0,1,0.0
14,103,21962,0.0,303,401,0.0,0.0,,595.0,303.5,198.6,,300.0,221.9,,0.0,0.0,,567.0,272.8,,0.0523,6755018.5,3.791,59.94,56.56,,,,,,,2.853453,11,31,1,1.0,2,2,1,0.0
14,103,21962,0.0,303,401,0.0,0.0,,595.0,303.5,198.6,,300.0,221.9,,0.0,0.0,,567.0,272.8,,0.0523,6755018.5,3.791,59.94,56.56,,,,,,,2.853453,11,31,1,0.0,2,2,1,0.0
14,103,21973,0.0,308,404,0.0,0.0,,595.0,917.0,142.0,,300.0,221.9,,0.0,0.0,,0.0,0.0,,-0.1914,9086990.0,1.899,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,2,2,1,0.0
14,103,21973,0.0,308,404,0.0,0.0,,595.0,917.0,142.0,,300.0,221.9,,0.0,0.0,,0.0,0.0,,-0.1914,9086990.0,1.899,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,2,2,1,0.0
14,103,21995,67.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,1.0,0,0,1,0.0
14,103,22020,53.0,302,408,66.0,128.0,,595.0,75.0,55.4,,300.0,221.9,,66.0,128.0,,276.5,139.6,,-0.00861,9980592.0,0.2384,65.25,67.06,,,,,,,3.1785305,11,31,1,1.0,2,2,1,0.0
14,103,22039,0.0,306,407,0.0,78.0,1163.0,595.0,21.6,15.6,232.6,300.0,221.9,307.0,0.0,78.0,1163.0,403.8,353.2,574.0,0.001632,23720810.0,-0.641,105.6,105.7,,,,,,,5.9481335,11,31,1,1.0,3,3,1,0.0
14,103,22048,1130.0,306,407,260.0,833.0,506.0,595.0,1377.0,1373.0,1898.0,300.0,221.9,307.0,260.0,833.0,506.0,403.8,353.2,574.0,-0.0631,23720810.0,0.111,105.6,105.7,,,,,,,5.9481335,11,31,1,1.0,3,3,1,0.0
14,103,22065,0.0,307,403,0.0,,,595.0,4.0,,,300.0,,,0.0,,,0.0,,,-0.11914,4172882.0,-0.322,111.56,76.6,,,,,,,4.094982,11,31,1,1.0,1,1,1,0.0
14,104,20002,0.0,303,406,,,,,,,,,,,,,,,,,0.0,,0.0,9.07,10.08,,,,,,,,11,31,1,,0,0,1,0.0
14,104,20016,0.0,303,401,,,,,,,,,,,,,,,,,0.0,,0.0,59.94,56.56,,,,,,,2.853453,11,31,1,,0,0,1,0.0
14,104,20021,0.0,305,412,0.0,0.0,0.0,595.0,97.6,32.4,135.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.014175,4977313.0,0.0873,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20042,0.0,306,407,0.0,0.0,0.0,595.0,150.6,167.8,269.5,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.01602,23720810.0,-0.0759,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,20058,0.0,303,401,,,,,,,,,,,,,,,,,0.0,,0.0,59.94,56.56,,,,,,,2.853453,11,31,1,,0,0,1,0.0
14,104,20074,0.0,308,404,0.0,0.0,,595.0,212.8,5.4,,8.49,2.861,,0.0,0.0,,71.2,13.336,,-0.08203,9086990.0,0.617,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,2,2,1,51360.0
14,104,20074,0.0,308,404,0.0,0.0,,595.0,212.8,5.4,,8.49,2.861,,0.0,0.0,,71.2,13.336,,-0.08203,9086990.0,0.617,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,2,2,1,51360.0
14,104,20079,0.0,305,412,0.0,0.0,0.0,595.0,357.5,360.8,91.4,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.01886,4977313.0,1.614,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20102,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20118,0.0,305,412,0.0,0.0,0.0,595.0,76.8,60.6,109.4,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.08136,4977313.0,-0.12164,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20133,0.0,303,401,,,,,,,,,,,,,,,,,0.0,,0.0,59.94,56.56,,,,,,,2.853453,11,31,1,,0,0,1,0.0
14,104,20149,0.0,302,408,0.0,0.0,0.0,595.0,61.2,233.2,521.5,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.02785,9980592.0,-0.379,65.25,67.06,,,,,,,3.1785305,11,31,1,,3,3,1,0.0
14,104,20150,0.0,304,409,0.0,0.0,0.0,595.0,115.2,58.4,6.4,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.05124,1192253.0,-0.332,61.06,70.8,,,,,,,1.1744703,11,31,1,1.0,3,3,1,17340.0
14,104,20150,0.0,304,409,0.0,0.0,0.0,595.0,115.2,58.4,6.4,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.05124,1192253.0,-0.332,61.06,70.8,,,,,,,1.1744703,11,31,1,0.0,3,3,1,17340.0
14,104,20157,0.0,303,401,0.0,,,595.0,113.0,,,8.49,,,0.0,,,0.0,,,0.0745,6755018.5,0.891,59.94,56.56,,,,,,,2.853453,11,31,1,,1,1,1,0.0
14,104,20173,0.0,303,401,0.0,,,595.0,639.0,,,8.49,,,0.0,,,0.0,,,-0.0858,6755018.5,0.844,59.94,56.56,,,,,,,2.853453,11,31,1,,1,1,1,0.0
14,104,20220,0.0,306,407,0.0,0.0,0.0,595.0,835.5,1432.0,1609.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,0.004353,23720810.0,0.1271,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,20223,0.0,306,407,0.0,,,595.0,182.4,,,8.49,,,0.0,,,0.0,,,0.02118,23720810.0,2.93,105.6,105.7,,,,,,,5.9481335,11,31,1,,1,1,1,0.0
14,104,20234,0.0,306,407,0.0,0.0,,595.0,378.2,191.8,,8.49,2.861,,0.0,0.0,,0.0,0.0,,-0.03436,23720810.0,0.9297,105.6,105.7,,,,,,,5.9481335,11,31,1,,2,2,1,0.0
14,104,20281,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20296,0.0,305,412,0.0,0.0,0.0,595.0,982.5,253.4,714.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,0.01431,4977313.0,-0.1903,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20299,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20360,0.0,303,401,0.0,0.0,0.0,595.0,102.6,85.2,132.2,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.031,6755018.5,0.284,59.94,56.56,,,,,,,2.853453,11,31,1,,4,4,1,0.0
14,104,20380,0.0,307,403,0.0,0.0,0.0,595.0,3.4,7.4,105.8,8.49,2.861,4.336,0.0,0.0,0.0,26.3,37.94,31.2,-0.066,4172882.0,-0.7847,111.56,76.6,,,,,,,4.094982,11,31,1,0.0,3,3,1,45380.0
14,104,20380,0.0,307,403,0.0,0.0,0.0,595.0,3.4,7.4,105.8,8.49,2.861,4.336,0.0,0.0,0.0,26.3,37.94,31.2,-0.066,4172882.0,-0.7847,111.56,76.6,,,,,,,4.094982,11,31,1,1.0,3,3,1,45380.0
14,104,20390,0.0,303,401,0.0,,,595.0,5.6,,,8.49,,,0.0,,,0.0,,,-0.00984,6755018.5,-0.2983,59.94,56.56,,,,,,,2.853453,11,31,1,,1,1,1,0.0
14,104,20425,0.0,306,407,0.0,0.0,0.0,595.0,115.0,133.4,38.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.00324,23720810.0,-0.01573,105.6,105.7,,,,,,,5.9481335,11,31,1,,3,3,1,0.0
14,104,20443,0.0,303,410,0.0,0.0,,595.0,31.0,79.4,,8.49,2.861,,0.0,0.0,,0.0,0.0,,-0.1091,134916.23,0.4512,16.19,14.125,,,,,,,-0.5152625,11,31,1,,2,2,1,0.0
14,104,20461,0.0,303,406,,,,,,,,,,,,,,,,,0.0,,0.0,9.07,10.08,,,,,,,,11,31,1,,0,0,1,0.0
14,104,20466,0.0,302,408,0.0,0.0,0.0,595.0,472.0,146.8,176.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.000803,9980592.0,1.067,65.25,67.06,,,,,,,3.1785305,11,31,1,,4,4,1,0.0
14,104,20470,0.0,302,408,,,,,,,,,,,,,,,,,0.0,,0.0,65.25,67.06,,,,,,,3.1785305,11,31,1,,0,0,1,0.0
14,104,20476,0.0,307,403,0.0,,,595.0,99.4,,,8.49,,,0.0,,,26.3,,,-0.11426,4172882.0,6.59,111.56,76.6,,,,,,,4.094982,11,31,1,0.0,1,1,1,45380.0
14,104,20476,0.0,307,403,0.0,,,595.0,99.4,,,8.49,,,0.0,,,26.3,,,-0.11426,4172882.0,6.59,111.56,76.6,,,,,,,4.094982,11,31,1,1.0,1,1,1,45380.0
14,104,20517,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20519,0.0,303,401,0.0,0.0,0.0,595.0,143.8,208.0,237.2,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,0.01828,6755018.5,-0.0603,59.94,56.56,,,,,,,2.853453,11,31,1,,4,4,1,0.0
14,104,20523,56.0,308,404,222.0,124.0,45.0,595.0,44.4,24.8,9.0,8.49,2.861,4.336,222.0,124.0,45.0,71.2,13.336,28.25,-0.07465,9086990.0,-0.6274,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,3,3,1,51360.0
14,104,20538,0.0,306,407,0.0,0.0,0.0,595.0,97.4,51.2,176.2,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0626,23720810.0,0.3103,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,20559,0.0,303,401,0.0,0.0,0.0,595.0,335.2,316.5,434.2,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008297,6755018.5,-0.09955,59.94,56.56,,,,,,,2.853453,11,31,1,,4,4,1,0.0
14,104,20581,0.0,305,412,0.0,0.0,0.0,595.0,1501.0,223.2,615.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0557,4977313.0,0.9707,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20611,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20649,6.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,0,0,1,51360.0
14,104,20665,23.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,0,0,1,51360.0
14,104,20668,0.0,304,409,0.0,0.0,0.0,595.0,609.0,181.4,6.4,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.04465,1192253.0,2.518,61.06,70.8,,,,,,,1.1744703,11,31,1,1.0,3,3,1,17340.0
14,104,20668,0.0,304,409,0.0,0.0,0.0,595.0,609.0,181.4,6.4,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.04465,1192253.0,2.518,61.06,70.8,,,,,,,1.1744703,11,31,1,0.0,3,3,1,17340.0
14,104,20676,0.0,305,412,0.0,,,595.0,166.2,,,8.49,,,0.0,,,0.0,,,-0.02182,4977313.0,1.184,83.0,89.9,,,,,,,4.1135163,11,31,1,,1,1,1,0.0
14,104,20678,0.0,303,401,0.0,0.0,0.0,595.0,760.5,121.6,69.6,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0656,6755018.5,0.8027,59.94,56.56,,,,,,,2.853453,11,31,1,,3,3,1,0.0
14,104,20706,0.0,303,401,0.0,,,595.0,28.0,,,8.49,,,0.0,,,0.0,,,-0.002577,6755018.5,0.0332,59.94,56.56,,,,,,,2.853453,11,31,1,,1,1,1,0.0
14,104,20723,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20745,0.0,305,412,0.0,,,595.0,29.0,,,8.49,,,0.0,,,0.0,,,-0.0505,4977313.0,0.7207,83.0,89.9,,,,,,,4.1135163,11,31,1,,1,1,1,0.0
14,104,20746,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20768,0.0,308,404,0.0,0.0,0.0,595.0,1045.0,234.2,104.4,8.49,2.861,4.336,0.0,0.0,0.0,71.2,13.336,28.25,-0.15,9086990.0,1.687,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,4,4,1,51360.0
14,104,20768,0.0,308,404,0.0,0.0,0.0,595.0,1045.0,234.2,104.4,8.49,2.861,4.336,0.0,0.0,0.0,71.2,13.336,28.25,-0.15,9086990.0,1.687,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,4,4,1,51360.0
14,104,20787,39.0,307,403,,98.0,97.0,,,19.6,19.4,,2.861,4.336,,98.0,97.0,,37.94,31.2,0.0,,0.0,111.56,76.6,,,,,,,4.094982,11,31,1,0.0,3,3,1,45380.0
14,104,20794,0.0,306,407,0.0,0.0,0.0,595.0,241.0,127.4,353.5,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0476,23720810.0,0.08624,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,20803,0.0,304,409,0.0,0.0,,595.0,30.4,2.0,,8.49,2.861,,0.0,0.0,,0.7144,2.062,,-0.14,1192253.0,-0.6265,61.06,70.8,,,,,,,1.1744703,11,31,1,1.0,2,2,1,17340.0
14,104,20803,0.0,304,409,0.0,0.0,,595.0,30.4,2.0,,8.49,2.861,,0.0,0.0,,0.7144,2.062,,-0.14,1192253.0,-0.6265,61.06,70.8,,,,,,,1.1744703,11,31,1,0.0,2,2,1,17340.0
14,104,20806,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20843,0.0,306,407,0.0,0.0,0.0,595.0,1.2,2.0,10.4,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.00773,23720810.0,-0.691,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,20852,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20861,123.0,308,404,40.0,64.0,46.0,595.0,8.0,12.8,9.2,8.49,2.861,4.336,40.0,64.0,46.0,71.2,13.336,28.25,-0.617,9086990.0,1.48,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,3,3,1,51360.0
14,104,20865,0.0,308,404,0.0,0.0,0.0,595.0,393.5,235.4,71.4,8.49,2.861,4.336,0.0,0.0,0.0,71.2,13.336,28.25,-0.04178,9086990.0,0.1296,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,3,3,1,51360.0
14,104,20865,0.0,308,404,0.0,0.0,0.0,595.0,393.5,235.4,71.4,8.49,2.861,4.336,0.0,0.0,0.0,71.2,13.336,28.25,-0.04178,9086990.0,0.1296,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,3,3,1,51360.0
14,104,20890,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20893,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,20901,0.0,303,410,,,,,,,,,,,,,,,,,0.0,,0.0,16.19,14.125,,,,,,,-0.5152625,11,31,1,,0,0,1,0.0
14,104,20919,0.0,302,408,0.0,0.0,0.0,595.0,19.4,1.4,126.6,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.01767,9980592.0,-0.1982,65.25,67.06,,,,,,,3.1785305,11,31,1,,3,3,1,0.0
14,104,20922,0.0,305,412,0.0,0.0,0.0,595.0,220.4,114.6,151.6,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.1023,4977313.0,0.387,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,20926,0.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,0,0,1,51360.0
14,104,20926,0.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,0,0,1,51360.0
14,104,20935,0.0,304,409,0.0,0.0,0.0,595.0,97.2,103.4,16.8,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.02206,1192253.0,0.1259,61.06,70.8,,,,,,,1.1744703,11,31,1,1.0,3,3,1,17340.0
14,104,20935,0.0,304,409,0.0,0.0,0.0,595.0,97.2,103.4,16.8,8.49,2.861,4.336,0.0,0.0,0.0,0.7144,2.062,1.154,-0.02206,1192253.0,0.1259,61.06,70.8,,,,,,,1.1744703,11,31,1,0.0,3,3,1,17340.0
14,104,20937,0.0,308,404,0.0,0.0,,595.0,1696.0,257.2,,8.49,2.861,,0.0,0.0,,71.2,13.336,,0.13,9086990.0,2.645,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,2,2,1,51360.0
14,104,20937,0.0,308,404,0.0,0.0,,595.0,1696.0,257.2,,8.49,2.861,,0.0,0.0,,71.2,13.336,,0.13,9086990.0,2.645,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,2,2,1,51360.0
14,104,20938,0.0,306,407,0.0,,,595.0,61.8,,,8.49,,,0.0,,,0.0,,,-0.01541,23720810.0,1.671,105.6,105.7,,,,,,,5.9481335,11,31,1,,1,1,1,0.0
14,104,20983,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,21010,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,21016,0.0,308,404,0.0,,,595.0,307.5,,,8.49,,,0.0,,,71.2,,,0.02496,9086990.0,1.238,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,1,1,1,51360.0
14,104,21016,0.0,308,404,0.0,,,595.0,307.5,,,8.49,,,0.0,,,71.2,,,0.02496,9086990.0,1.238,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,1,1,1,51360.0
14,104,21025,0.0,302,408,0.0,0.0,0.0,595.0,2.8,3.2,9.8,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.005722,9980592.0,-0.564,65.25,67.06,,,,,,,3.1785305,11,31,1,,4,4,1,0.0
14,104,21029,0.0,302,408,0.0,0.0,,595.0,101.2,106.8,,8.49,2.861,,0.0,0.0,,0.0,0.0,,-0.01112,9980592.0,-0.1671,65.25,67.06,,,,,,,3.1785305,11,31,1,,2,2,1,0.0
14,104,21035,0.0,306,407,0.0,,0.0,595.0,100.8,,7.8,8.49,,4.336,0.0,,0.0,0.0,,0.0,0.0086,23720810.0,5.113,105.6,105.7,,,,,,,5.9481335,11,31,1,,3,3,1,0.0
14,104,21067,0.0,302,408,0.0,0.0,0.0,595.0,202.4,65.0,1.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.02376,9980592.0,-0.3206,65.25,67.06,,,,,,,3.1785305,11,31,1,,3,3,1,0.0
14,104,21095,53.0,308,404,20.0,,,595.0,4.0,,,8.49,,,20.0,,,71.2,,,-0.147,9086990.0,-0.7183,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,1,1,1,51360.0
14,104,21095,53.0,308,404,20.0,,,595.0,4.0,,,8.49,,,20.0,,,71.2,,,-0.147,9086990.0,-0.7183,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,1,1,1,51360.0
14,104,21103,0.0,306,407,0.0,,,595.0,617.0,,,8.49,,,0.0,,,0.0,,,0.001275,23720810.0,0.9634,105.6,105.7,,,,,,,5.9481335,11,31,1,,1,1,1,0.0
14,104,21124,0.0,307,403,0.0,,,595.0,567.0,,,8.49,,,0.0,,,26.3,,,-0.08636,4172882.0,4.47,111.56,76.6,,,,,,,4.094982,11,31,1,0.0,1,1,1,45380.0
14,104,21124,0.0,307,403,0.0,,,595.0,567.0,,,8.49,,,0.0,,,26.3,,,-0.08636,4172882.0,4.47,111.56,76.6,,,,,,,4.094982,11,31,1,1.0,1,1,1,45380.0
14,104,21133,0.0,306,407,0.0,0.0,0.0,595.0,376.2,168.4,11.4,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.02405,23720810.0,1.1045,105.6,105.7,,,,,,,5.9481335,11,31,1,,3,3,1,0.0
14,104,21156,0.0,302,408,0.0,0.0,0.0,595.0,1949.0,403.5,84.4,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.02238,9980592.0,2.408,65.25,67.06,,,,,,,3.1785305,11,31,1,,3,3,1,0.0
14,104,21166,0.0,305,412,0.0,0.0,0.0,595.0,78.4,103.8,119.8,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.0958,4977313.0,-0.1096,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,21168,15.0,308,404,8.0,,,595.0,1.6,,,8.49,,,8.0,,,71.2,,,-0.1383,9086990.0,-0.5815,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,1,1,1,51360.0
14,104,21168,15.0,308,404,8.0,,,595.0,1.6,,,8.49,,,8.0,,,71.2,,,-0.1383,9086990.0,-0.5815,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,1,1,1,51360.0
14,104,21171,0.0,303,401,0.0,,0.0,595.0,6.4,,40.6,8.49,,4.336,0.0,,0.0,0.0,,0.0,0.03586,6755018.5,-0.919,59.94,56.56,,,,,,,2.853453,11,31,1,,3,3,1,0.0
14,104,21173,0.0,308,404,0.0,0.0,,595.0,1285.0,119.4,,8.49,2.861,,0.0,0.0,,71.2,13.336,,-0.02344,9086990.0,2.135,110.1,62.3,,,,,,,5.9549694,11,31,1,0.0,2,2,1,51360.0
14,104,21173,0.0,308,404,0.0,0.0,,595.0,1285.0,119.4,,8.49,2.861,,0.0,0.0,,71.2,13.336,,-0.02344,9086990.0,2.135,110.1,62.3,,,,,,,5.9549694,11,31,1,1.0,2,2,1,51360.0
14,104,21175,0.0,302,408,,,,,,,,,,,,,,,,,0.0,,0.0,65.25,67.06,,,,,,,3.1785305,11,31,1,,0,0,1,0.0
14,104,21188,0.0,303,410,0.0,0.0,0.0,595.0,28.4,24.8,19.6,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.1296,134916.23,0.02118,16.19,14.125,,,,,,,-0.5152625,11,31,1,,3,3,1,0.0
14,104,21201,0.0,306,407,0.0,0.0,0.0,595.0,295.5,713.5,1460.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.00241,23720810.0,0.615,105.6,105.7,,,,,,,5.9481335,11,31,1,,4,4,1,0.0
14,104,21229,0.0,305,412,0.0,0.0,0.0,595.0,2240.0,287.5,675.0,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.04703,4977313.0,0.7266,83.0,89.9,,,,,,,4.1135163,11,31,1,,4,4,1,0.0
14,104,21251,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,105.7,,,,,,,5.9481335,11,31,1,,0,0,1,0.0
14,104,21253,0.0,306,407,0.0,,,595.0,345.2,,,8.49,,,0.0,,,0.0,,,0.0,23720810.0,0.595,105.6,105.7,,,,,,,5.9481335,11,31,1,,1,1,1,0.0
14,104,21288,0.0,302,408,0.0,,,595.0,88.8,,,8.49,,,0.0,,,0.0,,,-0.0561,9980592.0,-0.4534,65.25,67.06,,,,,,,3.1785305,11,31,1,,1,1,1,0.0
14,104,21299,0.0,302,408,,,,,,,,,,,,,,,,,0.0,,0.0,65.25,67.06,,,,,,,3.1785305,11,31,1,,0,0,1,0.0
14,104,21310,0.0,302,408,0.0,0.0,0.0,595.0,66.0,66.8,264.5,8.49,2.861,4.336,0.0,0.0,0.0,0.0,0.0,0.0,-0.00552,9980592.0,-0.2864,65.25,67.06,,,,,,,3.1785305,11,31,1,,3,3,1,0.0
14,104,21322,0.0,305,412,0.0,,,595.0,23.8,,,8.49,,,0.0,,,0.0,,,0.013306,4977313.0,-0.2329,83.0,89.9,,,,,,,4.1135163,11,31,1,,1,1,1,0.0
14,104,21325,0.0,303,401,0.0,,,595.0,15.8,,,8.49,,,0.0,,,0.0,,,-0.01779,6755018.5,-0.53,59.94,56.56,,,,,,,2.853453,11,31,1,,1,1,1,0.0
